Country	Income Group	Value	Area (Inputs FertilizersProduct E All Data (Normalized).csv)	Area Code (ISO2) (Inputs FertilizersProduct E All Data (Normalized).csv)	Element (Inputs FertilizersProduct E All Data (Normalized).csv)	Element Code (Inputs FertilizersProduct E All Data (Normalized).csv)	Item (Inputs FertilizersProduct E All Data (Normalized).csv)	Item Code (Inputs FertilizersProduct E All Data (Normalized).csv)	Unit (Inputs FertilizersProduct E All Data (Normalized).csv)	Year (Inputs FertilizersProduct E All Data (Normalized).csv)	Year Code (Inputs FertilizersProduct E All Data (Normalized).csv)
Poland	High-income economies	9424	Poland	PL	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2009	2009
Rwanda	Low income economies	3203	Rwanda	RW	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2006	2006
Estonia	High-income economies	17059	Estonia	EE	Agricultural Use	5157	Other NP compounds	4024	tonnes	2005	2005
Guyana	Upper-middle-income economies	6724	Guyana	GY	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2003	2003
Madagascar	Low income economies	905	Madagascar	MG	Agricultural Use	5157	PK compounds	4027	tonnes	2002	2002
Slovenia	High-income economies	853	Slovenia	SI	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2005	2005
United States of America	High-income economies	1370975	United States of America	US	Agricultural Use	5157	"Other nitrogenous fertilizers, n.e.c."	4008	tonnes	2013	2013
Hungary	High-income economies	3139	Hungary	HU	Agricultural Use	5157	"Superphosphates, other"	4013	tonnes	2008	2008
Costa Rica	Upper-middle-income economies	1513	Costa Rica	CR	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2010	2010
Viet Nam	Lower-middle-income economies	49	Viet Nam	VN	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2005	2005
Angola	Lower-middle-income economies	4156	Angola	AO	Agricultural Use	5157	Urea	4001	tonnes	2006	2006
Chile	High-income economies	517855	Chile	CL	Agricultural Use	5157	Urea	4001	tonnes	2014	2014
Tunisia	Lower-middle-income economies	4527.15	Tunisia	TN	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2007	2007
Dominican Republic	Upper-middle-income economies	1.58	Dominican Republic	DO	Agricultural Use	5157	Other NP compounds	4024	tonnes	2007	2007
Brazil	Upper-middle-income economies	144271	Brazil	BR	Agricultural Use	5157	Other NP compounds	4024	tonnes	2017	2017
Mauritius	Upper-middle-income economies	166	Mauritius	MU	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2013	2013
Republic of Moldova	Lower-middle-income economies	32	Republic of Moldova	MD	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2014	2014
Malawi	Low income economies	4378	Malawi	MW	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2004	2004
Lithuania	High-income economies	19704	Lithuania	LT	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2011	2011
Costa Rica	Upper-middle-income economies	22980	Costa Rica	CR	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2002	2002
Indonesia	Lower-middle-income economies	4656723	Indonesia	ID	Agricultural Use	5157	Urea	4001	tonnes	2004	2004
Venezuela (Bolivarian Republic of)	Upper-middle-income economies	313000	Venezuela (Bolivarian Republic of)	VE	Agricultural Use	5157	Urea	4001	tonnes	2007	2007
Belarus	Upper-middle-income economies	49	Belarus	BY	Agricultural Use	5157	PK compounds	4027	tonnes	2009	2009
Azerbaijan	Upper-middle-income economies	3714	Azerbaijan	AZ	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2009	2009
Indonesia	Lower-middle-income economies	778706	Indonesia	ID	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2005	2005
Poland	High-income economies	24099	Poland	PL	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2004	2004
Malawi	Low income economies	7864	Malawi	MW	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2009	2009
Iran (Islamic Republic of)	Upper-middle-income economies	7045	Iran (Islamic Republic of)	IR	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2011	2011
Brazil	Upper-middle-income economies	1798408	Brazil	BR	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2004	2004
Guyana	Upper-middle-income economies	96	Guyana	GY	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2004	2004
Pakistan	Lower-middle-income economies	85288	Pakistan	PK	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2004	2004
Australia	High-income economies	165970	Australia	AU	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2016	2016
Azerbaijan	Upper-middle-income economies	124	Azerbaijan	AZ	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2004	2004
Mozambique	Low income economies	9625	Mozambique	MZ	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2008	2008
Nicaragua	Lower-middle-income economies	1520.15	Nicaragua	NI	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2007	2007
Iran (Islamic Republic of)	Upper-middle-income economies	1753851	Iran (Islamic Republic of)	IR	Agricultural Use	5157	Urea	4001	tonnes	2003	2003
Romania	Upper-middle-income economies	46855	Romania	RO	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2010	2010
Pakistan	Lower-middle-income economies	1390220	Pakistan	PK	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2007	2007
Albania	Upper-middle-income economies	26461	Albania	AL	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2014	2014
Sweden	High-income economies	1140.75	Sweden	SE	Agricultural Use	5157	Urea	4001	tonnes	2017	2017
Tunisia	Lower-middle-income economies	2704.19	Tunisia	TN	Agricultural Use	5157	Fertilizers n.e.c.	4030	tonnes	2008	2008
Madagascar	Low income economies	566	Madagascar	MG	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2009	2009
Slovenia	High-income economies	20	Slovenia	SI	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2002	2002
Zambia	Lower-middle-income economies	19775	Zambia	ZM	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2006	2006
Hungary	High-income economies	20260	Hungary	HU	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2017	2017
Czechia	High-income economies	7888	Czechia	CZ	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2017	2017
Kenya	Lower-middle-income economies	500	Kenya	KE	Agricultural Use	5157	Urea and ammonium nitrate solutions (UAN)	4006	tonnes	2007	2007
Peru	Upper-middle-income economies	123.2	Peru	PE	Agricultural Use	5157	PK compounds	4027	tonnes	2006	2006
Myanmar	Lower-middle-income economies	115055	Myanmar	MM	Agricultural Use	5157	Urea	4001	tonnes	2006	2006
Denmark	High-income economies	27506	Denmark	DK	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2015	2015
Panama	High-income economies	668	Panama	PA	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2008	2008
Ecuador	Upper-middle-income economies	79149	Ecuador	EC	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2004	2004
Morocco	Lower-middle-income economies	23000	Morocco	MA	Agricultural Use	5157	Other NP compounds	4024	tonnes	2005	2005
Slovakia	High-income economies	313.39	Slovakia	SK	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2017	2017
Czechia	High-income economies	7009	Czechia	CZ	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2015	2015
Cameroon	Lower-middle-income economies	22	Cameroon	CM	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2003	2003
Tunisia	Lower-middle-income economies	66541.7	Tunisia	TN	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2011	2011
Trinidad and Tobago	High-income economies	85	Trinidad and Tobago	TT	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2011	2011
Bulgaria	Upper-middle-income economies	28682	Bulgaria	BG	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2003	2003
Ecuador	Upper-middle-income economies	609800	Ecuador	EC	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2007	2007
Israel	High-income economies	12500	Israel	IL	Agricultural Use	5157	Urea	4001	tonnes	2002	2002
"China, Taiwan Province of"	High-income economies	30969	"China, Taiwan Province of"	TW	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2007	2007
El Salvador	Lower-middle-income economies	143209.26	El Salvador	SV	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2008	2008
Republic of Moldova	Lower-middle-income economies	326	Republic of Moldova	MD	Agricultural Use	5157	Other NP compounds	4024	tonnes	2017	2017
Nicaragua	Lower-middle-income economies	8388	Nicaragua	NI	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2015	2015
Australia	High-income economies	304000	Australia	AU	Agricultural Use	5157	"Other nitrogenous fertilizers, n.e.c."	4008	tonnes	2015	2015
Chile	High-income economies	96279.77	Chile	CL	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2007	2007
Colombia	Upper-middle-income economies	1677.99	Colombia	CO	Agricultural Use	5157	Urea and ammonium nitrate solutions (UAN)	4006	tonnes	2007	2007
Croatia	High-income economies	200	Croatia	HR	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2010	2010
Croatia	High-income economies	72325	Croatia	HR	Agricultural Use	5157	Urea	4001	tonnes	2014	2014
Argentina	High-income economies	12396	Argentina	AR	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2010	2010
Barbados	High-income economies	40	Barbados	BB	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2011	2011
Tunisia	Lower-middle-income economies	2272.78	Tunisia	TN	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2005	2005
Myanmar	Lower-middle-income economies	53	Myanmar	MM	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2005	2005
Uruguay	High-income economies	82	Uruguay	UY	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2009	2009
Brazil	Upper-middle-income economies	1816577	Brazil	BR	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2008	2008
Latvia	High-income economies	103333	Latvia	LV	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2009	2009
Slovenia	High-income economies	1062	Slovenia	SI	Agricultural Use	5157	Other NP compounds	4024	tonnes	2007	2007
United Republic of Tanzania	Low income economies	4620	United Republic of Tanzania	TZ	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2007	2007
Burundi	Low income economies	17091	Burundi	BI	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2014	2014
Kenya	Lower-middle-income economies	2211	Kenya	KE	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2005	2005
Niger	Low income economies	7908	Niger	NE	Agricultural Use	5157	Urea	4001	tonnes	2010	2010
Netherlands	High-income economies	302800	Netherlands	NL	Agricultural Use	5157	"Other nitrogenous fertilizers, n.e.c."	4008	tonnes	2016	2016
Croatia	High-income economies	479637	Croatia	HR	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2006	2006
Suriname	Upper-middle-income economies	13972	Suriname	SR	Agricultural Use	5157	Urea	4001	tonnes	2006	2006
Ireland	High-income economies	1050	Ireland	IE	Agricultural Use	5157	Sodium nitrate	4005	tonnes	2012	2012
Slovakia	High-income economies	12855	Slovakia	SK	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2016	2016
Kenya	Lower-middle-income economies	150569	Kenya	KE	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2005	2005
Belarus	Upper-middle-income economies	1669	Belarus	BY	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2009	2009
Slovenia	High-income economies	177	Slovenia	SI	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2008	2008
India	Lower-middle-income economies	4414060	India	IN	Agricultural Use	5157	Other NP compounds	4024	tonnes	2012	2012
Argentina	High-income economies	64312	Argentina	AR	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2013	2013
Morocco	Lower-middle-income economies	1000	Morocco	MA	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2008	2008
Jamaica	Upper-middle-income economies	3168	Jamaica	JM	Agricultural Use	5157	Urea	4001	tonnes	2010	2010
Kenya	Lower-middle-income economies	45084	Kenya	KE	Agricultural Use	5157	Urea	4001	tonnes	2004	2004
Madagascar	Low income economies	566	Madagascar	MG	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2006	2006
Belize	Upper-middle-income economies	8748	Belize	BZ	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2003	2003
Poland	High-income economies	872657	Poland	PL	Agricultural Use	5157	Urea	4001	tonnes	2009	2009
Denmark	High-income economies	2495	Denmark	DK	Agricultural Use	5157	Urea	4001	tonnes	2009	2009
Australia	High-income economies	413000	Australia	AU	Agricultural Use	5157	"Other phosphatic fertilizers, n.e.c."	4014	tonnes	2015	2015
Uganda	Low income economies	503	Uganda	UG	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2002	2002
Bhutan	Lower-middle-income economies	1	Bhutan	BT	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2006	2006
Belize	Upper-middle-income economies	473	Belize	BZ	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2006	2006
Hungary	High-income economies	46896	Hungary	HU	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2018	2018
Slovakia	High-income economies	51032	Slovakia	SK	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2010	2010
Panama	High-income economies	1173	Panama	PA	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2004	2004
Sweden	High-income economies	5244	Sweden	SE	Agricultural Use	5157	Other NP compounds	4024	tonnes	2002	2002
United Republic of Tanzania	Low income economies	1876	United Republic of Tanzania	TZ	Agricultural Use	5157	Other NP compounds	4024	tonnes	2006	2006
Malawi	Low income economies	3595	Malawi	MW	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2003	2003
Honduras	Lower-middle-income economies	18	Honduras	HN	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2006	2006
Kenya	Lower-middle-income economies	20486	Kenya	KE	Agricultural Use	5157	Other NP compounds	4024	tonnes	2008	2008
Bulgaria	Upper-middle-income economies	80	Bulgaria	BG	Agricultural Use	5157	"Superphosphates, other"	4013	tonnes	2009	2009
Italy	High-income economies	90470	Italy	IT	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2010	2010
Panama	High-income economies	287	Panama	PA	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2006	2006
Ethiopia	Low income economies	205942	Ethiopia	ET	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2016	2016
Canada	High-income economies	2779000	Canada	CA	Agricultural Use	5157	Urea	4001	tonnes	2014	2014
Switzerland	High-income economies	2621	Switzerland	CH	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2003	2003
Uruguay	High-income economies	64266	Uruguay	UY	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2013	2013
Côte d'Ivoire	Lower-middle-income economies	5164	C?te d'Ivoire	CI	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2003	2003
Paraguay	Upper-middle-income economies	2689	Paraguay	PY	Agricultural Use	5157	Other NP compounds	4024	tonnes	2006	2006
Dominican Republic	Upper-middle-income economies	60512.89	Dominican Republic	DO	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2011	2011
Honduras	Lower-middle-income economies	761	Honduras	HN	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2008	2008
Mauritius	Upper-middle-income economies	50	Mauritius	MU	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2012	2012
North Macedonia	Upper-middle-income economies	304.96	North Macedonia	MK	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2007	2007
Switzerland	High-income economies	408	Switzerland	CH	Agricultural Use	5157	Other NP compounds	4024	tonnes	2004	2004
Ireland	High-income economies	70	Ireland	IE	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2013	2013
Angola	Lower-middle-income economies	245	Angola	AO	Agricultural Use	5157	Other NP compounds	4024	tonnes	2007	2007
Suriname	Upper-middle-income economies	30	Suriname	SR	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2010	2010
Colombia	Upper-middle-income economies	93994	Colombia	CO	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2005	2005
Switzerland	High-income economies	2987	Switzerland	CH	Agricultural Use	5157	Other NP compounds	4024	tonnes	2010	2010
Ecuador	Upper-middle-income economies	276	Ecuador	EC	Agricultural Use	5157	PK compounds	4027	tonnes	2004	2004
Guatemala	Upper-middle-income economies	425	Guatemala	GT	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2005	2005
Romania	Upper-middle-income economies	5142	Romania	RO	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2008	2008
Bhutan	Lower-middle-income economies	636	Bhutan	BT	Agricultural Use	5157	"Superphosphates, other"	4013	tonnes	2011	2011
Lebanon	Upper-middle-income economies	37506	Lebanon	LB	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2007	2007
Sweden	High-income economies	4456.14	Sweden	SE	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2011	2011
Panama	High-income economies	4	Panama	PA	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2008	2008
Albania	Upper-middle-income economies	33689	Albania	AL	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2008	2008
Slovakia	High-income economies	1811	Slovakia	SK	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2011	2011
Zimbabwe	Low income economies	16981	Zimbabwe	ZW	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2005	2005
Barbados	High-income economies	43	Barbados	BB	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2011	2011
Mexico	Upper-middle-income economies	143391	Mexico	MX	Agricultural Use	5157	Other NP compounds	4024	tonnes	2009	2009
Zimbabwe	Low income economies	12793	Zimbabwe	ZW	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2011	2011
Malawi	Low income economies	1962	Malawi	MW	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2002	2002
Colombia	Upper-middle-income economies	4664	Colombia	CO	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2002	2002
Czechia	High-income economies	5097	Czechia	CZ	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2017	2017
Croatia	High-income economies	112541	Croatia	HR	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2015	2015
United States of America	High-income economies	14017	United States of America	US	Agricultural Use	5157	"Superphosphates, other"	4013	tonnes	2011	2011
Saint Kitts and Nevis	High-income economies	100	Saint Kitts and Nevis	KN	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2005	2005
Croatia	High-income economies	3552	Croatia	HR	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2006	2006
Indonesia	Lower-middle-income economies	116981	Indonesia	ID	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2003	2003
Philippines	Lower-middle-income economies	44208	Philippines	PH	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2012	2012
El Salvador	Lower-middle-income economies	199	El Salvador	SV	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2011	2011
Chile	High-income economies	41090	Chile	CL	Agricultural Use	5157	"Other potassic fertilizers, n.e.c."	4018	tonnes	2012	2012
Dominican Republic	Upper-middle-income economies	77086	Dominican Republic	DO	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2017	2017
Bolivia (Plurinational State of)	Lower-middle-income economies	5731.75	Bolivia (Plurinational State of)	BO	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2010	2010
Egypt	Lower-middle-income economies	12999	Egypt	EG	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2016	2016
France	High-income economies	102147	France	FR	Agricultural Use	5157	"Superphosphates, other"	4013	tonnes	2015	2015
Canada	High-income economies	1488449	Canada	CA	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2011	2011
Lebanon	Upper-middle-income economies	3471	Lebanon	LB	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2009	2009
French Polynesia	High-income economies	14	French Polynesia	PF	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2007	2007
Lebanon	Upper-middle-income economies	191	Lebanon	LB	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2010	2010
Dominican Republic	Upper-middle-income economies	89	Dominican Republic	DO	Agricultural Use	5157	Other NK compounds	4026	tonnes	2015	2015
Jamaica	Upper-middle-income economies	536	Jamaica	JM	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2002	2002
Myanmar	Lower-middle-income economies	3896	Myanmar	MM	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2011	2011
Ecuador	Upper-middle-income economies	42103.41	Ecuador	EC	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2011	2011
Nicaragua	Lower-middle-income economies	3721	Nicaragua	NI	Agricultural Use	5157	Other NP compounds	4024	tonnes	2014	2014
Iran (Islamic Republic of)	Upper-middle-income economies	1175341	Iran (Islamic Republic of)	IR	Agricultural Use	5157	Urea	4001	tonnes	2013	2013
Argentina	High-income economies	1310399	Argentina	AR	Agricultural Use	5157	Urea	4001	tonnes	2017	2017
North Macedonia	Upper-middle-income economies	204.32	North Macedonia	MK	Agricultural Use	5157	PK compounds	4027	tonnes	2008	2008
Romania	Upper-middle-income economies	32442	Romania	RO	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2011	2011
Angola	Lower-middle-income economies	43501.32	Angola	AO	Agricultural Use	5157	PK compounds	4027	tonnes	2011	2011
Albania	Upper-middle-income economies	31275	Albania	AL	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2015	2015
Ghana	Lower-middle-income economies	17458	Ghana	GH	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2007	2007
Guinea	Low income economies	5	Guinea	GN	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2010	2010
Guinea	Low income economies	5	Guinea	GN	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2010	2010
El Salvador	Lower-middle-income economies	41159	El Salvador	SV	Agricultural Use	5157	Urea	4001	tonnes	2007	2007
Hungary	High-income economies	77337	Hungary	HU	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2017	2017
Slovenia	High-income economies	2303	Slovenia	SI	Agricultural Use	5157	"Superphosphates, other"	4013	tonnes	2008	2008
Mozambique	Low income economies	2250	Mozambique	MZ	Agricultural Use	5157	Other NP compounds	4024	tonnes	2008	2008
India	Lower-middle-income economies	30002200	India	IN	Agricultural Use	5157	Urea	4001	tonnes	2012	2012
Hungary	High-income economies	365	Hungary	HU	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2014	2014
French Polynesia	High-income economies	49	French Polynesia	PF	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2002	2002
Peru	Upper-middle-income economies	123635.36	Peru	PE	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2010	2010
Jamaica	Upper-middle-income economies	13723	Jamaica	JM	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2005	2005
Sweden	High-income economies	12761	Sweden	SE	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2003	2003
Denmark	High-income economies	13867	Denmark	DK	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2014	2014
Slovenia	High-income economies	13113.6	Slovenia	SI	Agricultural Use	5157	Urea	4001	tonnes	2011	2011
Slovenia	High-income economies	363	Slovenia	SI	Agricultural Use	5157	Urea and ammonium nitrate solutions (UAN)	4006	tonnes	2015	2015
Iran (Islamic Republic of)	Upper-middle-income economies	70553	Iran (Islamic Republic of)	IR	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2016	2016
Ireland	High-income economies	612044	Ireland	IE	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2004	2004
Honduras	Lower-middle-income economies	14868	Honduras	HN	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2010	2010
Greece	High-income economies	150690	Greece	GR	Agricultural Use	5157	Urea	4001	tonnes	2008	2008
South Africa	Upper-middle-income economies	240615	South Africa	ZA	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2003	2003
Papua New Guinea	Lower-middle-income economies	5688	Papua New Guinea	PG	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2011	2011
Ukraine	Lower-middle-income economies	182	Ukraine	UA	Agricultural Use	5157	PK compounds	4027	tonnes	2009	2009
Ukraine	Lower-middle-income economies	182	Ukraine	UA	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2009	2009
Greece	High-income economies	3868	Greece	GR	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2010	2010
Costa Rica	Upper-middle-income economies	853	Costa Rica	CR	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2002	2002
Papua New Guinea	Lower-middle-income economies	82	Papua New Guinea	PG	Agricultural Use	5157	Other NP compounds	4024	tonnes	2011	2011
Finland	High-income economies	20391	Finland	FI	Agricultural Use	5157	Other NP compounds	4024	tonnes	2008	2008
Greece	High-income economies	39832	Greece	GR	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2007	2007
Paraguay	Upper-middle-income economies	15305	Paraguay	PY	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2010	2010
Chile	High-income economies	42	Chile	CL	Agricultural Use	5157	Sodium nitrate	4005	tonnes	2014	2014
Thailand	Upper-middle-income economies	16832	Thailand	TH	Agricultural Use	5157	"Other nitrogenous fertilizers, n.e.c."	4008	tonnes	2015	2015
Armenia	Upper-middle-income economies	5	Armenia	AM	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2011	2011
Slovenia	High-income economies	1116.9	Slovenia	SI	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2011	2011
Viet Nam	Lower-middle-income economies	1911472	Viet Nam	VN	Agricultural Use	5157	Urea	4001	tonnes	2010	2010
Albania	Upper-middle-income economies	12	Albania	AL	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2017	2017
El Salvador	Lower-middle-income economies	38268	El Salvador	SV	Agricultural Use	5157	Other NP compounds	4024	tonnes	2010	2010
Zimbabwe	Low income economies	512	Zimbabwe	ZW	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2003	2003
Suriname	Upper-middle-income economies	12	Suriname	SR	Agricultural Use	5157	Urea and ammonium nitrate solutions (UAN)	4006	tonnes	2004	2004
