Country,Income_Group,ISO2,ISO3,prod_yield,Year,Fertilizers_y,prod_yield_value,Pesticide_x
Pakistan,Lower-middle-income economies,PK,PAK,Value Yield,2007,7463927,7367479,5936
Chile,High-income economies,CL,CHL,Value Prod,2014,994255,105922880,9831
Chile,High-income economies,CL,CHL,Value Yield,2014,994255,13494166,9831
Viet Nam,Lower-middle-income economies,VN,VNM,Value Prod,2005,5589460,546453285,19154
Viet Nam,Lower-middle-income economies,VN,VNM,Value Yield,2005,5589460,7650790,19154
Antigua and Barbuda,High-income economies,AG,ATG,Value Prod,2011,25,67690,39
Antigua and Barbuda,High-income economies,AG,ATG,Value Yield,2011,25,1408404,39
Guinea,Low income economies,GN,GIN,Value Prod,2008,2540,43909194,425
Guinea,Low income economies,GN,GIN,Value Yield,2008,2540,5222651,425
Albania,Upper-middle-income economies,AL,ALB,Value Prod,2013,116890.28,16726948,451
Albania,Upper-middle-income economies,AL,ALB,Value Yield,2013,116890.28,8033956,451
Italy,High-income economies,IT,ITA,Value Prod,2012,2438365,382486174,61889
Italy,High-income economies,IT,ITA,Value Yield,2012,2438365,9884343,61889
Uruguay,High-income economies,UY,URY,Value Prod,2013,1367687,29141922,19029
Uruguay,High-income economies,UY,URY,Value Yield,2013,1367687,7244082,19029
Iran (Islamic Republic of),Upper-middle-income economies,IR,IRN,Value Prod,2003,3812432.5,475913242,10129
Iran (Islamic Republic of),Upper-middle-income economies,IR,IRN,Value Yield,2003,3812432.5,9160046,10129
Ethiopia,Low income economies,ET,ETH,Value Prod,2016,1143160,241588060,4128
Ethiopia,Low income economies,ET,ETH,Value Yield,2016,1143160,6439629,4128
Paraguay,Upper-middle-income economies,PY,PRY,Value Prod,2010,742080,83831988,21113
Paraguay,Upper-middle-income economies,PY,PRY,Value Yield,2010,742080,7169076,21113
Slovenia,High-income economies,SI,SVN,Value Prod,2008,52776,5015310,1218
Slovenia,High-income economies,SI,SVN,Value Yield,2008,52776,4481784,1218
Australia,High-income economies,AU,AUS,Value Prod,2010,4918769,504656061,42169
Australia,High-income economies,AU,AUS,Value Yield,2010,4918769,12451719,42169
Myanmar,Lower-middle-income economies,MM,MMR,Value Prod,2007,110031,299918400,3330
Myanmar,Lower-middle-income economies,MM,MMR,Value Yield,2007,110031,5304228,3330
Kyrgyzstan,Lower-middle-income economies,KG,KGZ,Value Prod,2010,81207,29193549,350
Kyrgyzstan,Lower-middle-income economies,KG,KGZ,Value Yield,2010,81207,5273863,350
Iraq,Upper-middle-income economies,IQ,IRQ,Value Prod,2009,530388,52676127,850
Iraq,Upper-middle-income economies,IQ,IRQ,Value Yield,2009,530388,3344194,850
Guinea,Low income economies,GN,GIN,Value Prod,2003,5318,37151002,303
Guinea,Low income economies,GN,GIN,Value Yield,2003,5318,5233991,303
Saint Kitts and Nevis,High-income economies,KN,KNA,Value Prod,2008,200,11088,15
Saint Kitts and Nevis,High-income economies,KN,KNA,Value Yield,2008,200,754000,15
Venezuela (Bolivarian Republic of),Upper-middle-income economies,VE,VEN,Value Prod,2013,1071044.93,99404502,3928
Venezuela (Bolivarian Republic of),Upper-middle-income economies,VE,VEN,Value Yield,2013,1071044.93,7818912,3928
Mauritius,Upper-middle-income economies,MU,MUS,Value Prod,2016,44946,23454180,2367
Mauritius,Upper-middle-income economies,MU,MUS,Value Yield,2016,44946,8798930,2367
Jamaica,Upper-middle-income economies,JM,JAM,Value Prod,2002,32273,17956842,621
Jamaica,Upper-middle-income economies,JM,JAM,Value Yield,2002,32273,6688722,621
Ecuador,Upper-middle-income economies,EC,ECU,Value Prod,2006,506390,106130478,7953
Ecuador,Upper-middle-income economies,EC,ECU,Value Yield,2006,506390,6605736,7953
Ireland,High-income economies,IE,IRL,Value Prod,2007,837123,13509525,3083
Ireland,High-income economies,IE,IRL,Value Yield,2007,837123,8175684,3083
Egypt,Lower-middle-income economies,EG,EGY,Value Prod,2015,3614995,651173964,8044
Egypt,Lower-middle-income economies,EG,EGY,Value Yield,2015,3614995,13187573,8044
Panama,High-income economies,PA,PAN,Value Prod,2008,46666,19945932,2143
Panama,High-income economies,PA,PAN,Value Yield,2008,46666,6122988,2143
Syrian Arab Republic,Low income economies,SY,SYR,Value Prod,2007,939216,91875812,1422
Syrian Arab Republic,Low income economies,SY,SYR,Value Yield,2007,939216,9241309,1422
Tunisia,Lower-middle-income economies,TN,TUN,Value Prod,2002,240399.83,25379424,948
Tunisia,Lower-middle-income economies,TN,TUN,Value Yield,2002,240399.83,3572646,948
Lebanon,Upper-middle-income economies,LB,LBN,Value Prod,2004,65903,20706609,1816
Lebanon,Upper-middle-income economies,LB,LBN,Value Yield,2004,65903,12128739,1816
North Macedonia,Upper-middle-income economies,MK,MKD,Value Prod,2008,61845.22,11488560,85
North Macedonia,Upper-middle-income economies,MK,MKD,Value Yield,2008,61845.22,4236678,85
Bhutan,Lower-middle-income economies,BT,BTN,Value Prod,2012,2604.92,3083353,7
Bhutan,Lower-middle-income economies,BT,BTN,Value Yield,2012,2604.92,4759461,7
Slovakia,High-income economies,SK,SVK,Value Prod,2010,139729,24230838,1881
Slovakia,High-income economies,SK,SVK,Value Yield,2010,139729,5092986,1881
Uruguay,High-income economies,UY,URY,Value Prod,2016,794172,30366522,13366
Uruguay,High-income economies,UY,URY,Value Yield,2016,794172,7302348,13366
Denmark,High-income economies,DK,DNK,Value Prod,2011,387932,81185814,4249
Denmark,High-income economies,DK,DNK,Value Yield,2011,387932,9135426,4249
Mexico,Upper-middle-income economies,MX,MEX,Value Prod,2012,4827346,861542556,49214
Mexico,Upper-middle-income economies,MX,MEX,Value Yield,2012,4827346,10178014,49214
Saint Lucia,Upper-middle-income economies,LC,LCA,Value Prod,2008,74.13,252540,196
Saint Lucia,Upper-middle-income economies,LC,LCA,Value Yield,2008,74.13,2827170,196
Ethiopia,Low income economies,ET,ETH,Value Prod,2007,388141,127100960,2594
Ethiopia,Low income economies,ET,ETH,Value Yield,2007,388141,8309861,2594
Ghana,Lower-middle-income economies,GH,GHA,Value Prod,2010,201052,211161034,392
Ghana,Lower-middle-income economies,GH,GHA,Value Yield,2010,201052,6260674,392
Syrian Arab Republic,Low income economies,SY,SYR,Value Prod,2008,1006424,73478804,1422
Syrian Arab Republic,Low income economies,SY,SYR,Value Yield,2008,1006424,8413923,1422
Colombia,Upper-middle-income economies,CO,COL,Value Prod,2008,2114512.42,370790742,48539
Colombia,Upper-middle-income economies,CO,COL,Value Yield,2008,2114512.42,10877902,48539
Greece,High-income economies,GR,GRC,Value Prod,2008,636421,108893680,5131
Greece,High-income economies,GR,GRC,Value Yield,2008,636421,10318217,5131
Turkey,Upper-middle-income economies,TR,TUR,Value Prod,2014,3847618,705817406,39723
Turkey,Upper-middle-income economies,TR,TUR,Value Yield,2014,3847618,12057906,39723
Lithuania,High-income economies,LT,LTU,Value Prod,2010,827186,20988780,1804
Lithuania,High-income economies,LT,LTU,Value Yield,2010,827186,3897270,1804
Bolivia (Plurinational State of),Lower-middle-income economies,BO,BOL,Value Prod,2004,34716,65879527,6453
Bolivia (Plurinational State of),Lower-middle-income economies,BO,BOL,Value Yield,2004,34716,5840835,6453
Oman,High-income economies,OM,OMN,Value Prod,2016,30000,5445408,347
Oman,High-income economies,OM,OMN,Value Yield,2016,30000,5284740,347
Denmark,High-income economies,DK,DNK,Value Prod,2004,537633,82481898,2899
Denmark,High-income economies,DK,DNK,Value Yield,2004,537633,8598318,2899
Slovakia,High-income economies,SK,SVK,Value Prod,2005,148526,36869676,1546
Slovakia,High-income economies,SK,SVK,Value Yield,2005,148526,5447640,1546
Philippines,Lower-middle-income economies,PH,PHL,Value Prod,2003,1545357,436052918,17587
Philippines,Lower-middle-income economies,PH,PHL,Value Yield,2003,1545357,7175245,17587
Saint Kitts and Nevis,High-income economies,KN,KNA,Value Prod,2007,119,10269,13
Saint Kitts and Nevis,High-income economies,KN,KNA,Value Yield,2007,119,744560,13
Switzerland,High-income economies,CH,CHE,Value Prod,2002,200551,23215254,1527
Switzerland,High-income economies,CH,CHE,Value Yield,2002,200551,10222218,1527
Nicaragua,Lower-middle-income economies,NI,NIC,Value Prod,2014,166653,52806114,4414
Nicaragua,Lower-middle-income economies,NI,NIC,Value Yield,2014,166653,9088050,4414
Samoa,Upper-middle-income economies,WS,WSM,Value Prod,2007,50,374540,46
Samoa,Upper-middle-income economies,WS,WSM,Value Yield,2007,50,1454835,46
Argentina,High-income economies,AR,ARG,Value Prod,2011,3580053,625340618,220610
Argentina,High-income economies,AR,ARG,Value Yield,2011,3580053,11077269,220610
South Africa,Upper-middle-income economies,ZA,ZAF,Value Prod,2002,355862,329270564,26857
South Africa,Upper-middle-income economies,ZA,ZAF,Value Yield,2002,355862,11470893,26857
Fiji,Upper-middle-income economies,FJ,FJI,Value Prod,2011,19835,13971876,710
Fiji,Upper-middle-income economies,FJ,FJI,Value Yield,2011,19835,4596696,710
Kenya,Lower-middle-income economies,KE,KEN,Value Prod,2009,314126,126803621,1578
Kenya,Lower-middle-income economies,KE,KEN,Value Yield,2009,314126,10202675,1578
Croatia,High-income economies,HR,HRV,Value Prod,2003,600107,27035323,2296
Croatia,High-income economies,HR,HRV,Value Yield,2003,600107,4660663,2296
Bulgaria,Upper-middle-income economies,BG,BGR,Value Prod,2007,400252,31427454,1975
Bulgaria,Upper-middle-income economies,BG,BGR,Value Yield,2007,400252,2626356,1975
Nepal,Low income economies,NP,NPL,Value Prod,2006,98199,109640643,129
Nepal,Low income economies,NP,NPL,Value Yield,2006,98199,6263327,129
Bangladesh,Lower-middle-income economies,BD,BGD,Value Prod,2004,3015514,316994016,6996
Bangladesh,Lower-middle-income economies,BD,BGD,Value Yield,2004,3015514,4981137,6996
Mauritius,Upper-middle-income economies,MU,MUS,Value Prod,2014,49787,24989106,772
Mauritius,Upper-middle-income economies,MU,MUS,Value Yield,2014,49787,9501275,772
Azerbaijan,Upper-middle-income economies,AZ,AZE,Value Prod,2010,48737,39712799,334
Azerbaijan,Upper-middle-income economies,AZ,AZE,Value Yield,2010,48737,6057247,334
Madagascar,Low income economies,MG,MDG,Value Prod,2010,18627,98476623,242
Madagascar,Low income economies,MG,MDG,Value Yield,2010,18627,4354350,242
Uganda,Low income economies,UG,UGA,Value Prod,2002,16166,119354170,88
Uganda,Low income economies,UG,UGA,Value Yield,2002,16166,4556450,88
Honduras,Lower-middle-income economies,HN,HND,Value Prod,2003,121363,56839811,2404
Honduras,Lower-middle-income economies,HN,HND,Value Yield,2003,121363,9503431,2404
Latvia,High-income economies,LV,LVA,Value Prod,2013,316379,10414736,1250
Latvia,High-income economies,LV,LVA,Value Yield,2013,316379,2045060,1250
Ukraine,Lower-middle-income economies,UA,UKR,Value Prod,2009,2424619,517563894,36445
Ukraine,Lower-middle-income economies,UA,UKR,Value Yield,2009,2424619,4799484,36445
Guatemala,Upper-middle-income economies,GT,GTM,Value Prod,2004,453991,181607503,11960
Guatemala,Upper-middle-income economies,GT,GTM,Value Yield,2004,453991,13207677,11960
Oman,High-income economies,OM,OMN,Value Prod,2005,6707,3282138,151
Oman,High-income economies,OM,OMN,Value Yield,2005,6707,5410842,151
El Salvador,Lower-middle-income economies,SV,SLV,Value Prod,2018,23671.27,59578939,327
El Salvador,Lower-middle-income economies,SV,SLV,Value Yield,2018,23671.27,11058383,327
Estonia,High-income economies,EE,EST,Value Prod,2004,87265,3372496,351
Estonia,High-income economies,EE,EST,Value Yield,2004,87265,1380020,351
Guatemala,Upper-middle-income economies,GT,GTM,Value Prod,2003,424379,162433964,10740
Guatemala,Upper-middle-income economies,GT,GTM,Value Yield,2003,424379,12124007,10740
Hungary,High-income economies,HU,HUN,Value Prod,2017,1639075,110385138,9759
Hungary,High-income economies,HU,HUN,Value Yield,2017,1639075,7513272,9759
Brazil,Upper-middle-income economies,BR,BRA,Value Prod,2002,17213662,3565111613,145552
Brazil,Upper-middle-income economies,BR,BRA,Value Yield,2002,17213662,10294858,145552
Venezuela (Bolivarian Republic of),Upper-middle-income economies,VE,VEN,Value Prod,2010,982000,97915254,3928
Venezuela (Bolivarian Republic of),Upper-middle-income economies,VE,VEN,Value Yield,2010,982000,7267422,3928
Trinidad and Tobago,High-income economies,TT,TTO,Value Prod,2006,34125.28,5928054,122
Trinidad and Tobago,High-income economies,TT,TTO,Value Yield,2006,34125.28,5780033,122
Cameroon,Lower-middle-income economies,CM,CMR,Value Prod,2010,116499,106482522,1162
Cameroon,Lower-middle-income economies,CM,CMR,Value Yield,2010,116499,2763537,1162
France,High-income economies,FR,FRA,Value Prod,2009,443400,891619316,63676
France,High-income economies,FR,FRA,Value Yield,2009,443400,13262522,63676
Pakistan,Lower-middle-income economies,PK,PAK,Value Prod,2005,7751667,682677366,7914
Pakistan,Lower-middle-income economies,PK,PAK,Value Yield,2005,7751667,7429779,7914
Portugal,High-income economies,PT,PRT,Value Prod,2003,70030,48595652,17030
Portugal,High-income economies,PT,PRT,Value Yield,2003,70030,9187626,17030
Viet Nam,Lower-middle-income economies,VN,VNM,Value Prod,2007,964369,583426032,19154
Viet Nam,Lower-middle-income economies,VN,VNM,Value Yield,2007,964369,8013838,19154
Pakistan,Lower-middle-income economies,PK,PAK,Value Prod,2016,9172959,976191867,1
Pakistan,Lower-middle-income economies,PK,PAK,Value Yield,2016,9172959,8532468,1
Mauritius,Upper-middle-income economies,MU,MUS,Value Prod,2009,42086,28709046,842
Mauritius,Upper-middle-income economies,MU,MUS,Value Yield,2009,42086,9894122,842
Albania,Upper-middle-income economies,AL,ALB,Value Prod,2011,130334,16322852,583
Albania,Upper-middle-income economies,AL,ALB,Value Yield,2011,130334,8122520,583
Suriname,Upper-middle-income economies,SR,SUR,Value Prod,2002,9036,2137884,370
Suriname,Upper-middle-income economies,SR,SUR,Value Yield,2002,9036,5659212,370
Bangladesh,Lower-middle-income economies,BD,BGD,Value Prod,2003,2970874,325782210,5463
Bangladesh,Lower-middle-income economies,BD,BGD,Value Yield,2003,2970874,5078493,5463
Malawi,Low income economies,MW,MWI,Value Prod,2004,251852,89274997,48
Malawi,Low income economies,MW,MWI,Value Yield,2004,251852,10412864,48
Niger,Low income economies,NE,NER,Value Prod,2004,12668,20895640,26
Niger,Low income economies,NE,NER,Value Yield,2004,12668,4603530,26
Croatia,High-income economies,HR,HRV,Value Prod,2017,419877,37973698,1570
Croatia,High-income economies,HR,HRV,Value Yield,2017,419877,9203285,1570
South Africa,Upper-middle-income economies,ZA,ZAF,Value Prod,2005,177293,329251160,26857
South Africa,Upper-middle-income economies,ZA,ZAF,Value Yield,2005,177293,11647965,26857
Iraq,Upper-middle-income economies,IQ,IRQ,Value Prod,2011,342000,69541136,638
Iraq,Upper-middle-income economies,IQ,IRQ,Value Yield,2011,342000,3333393,638
Nicaragua,Lower-middle-income economies,NI,NIC,Value Prod,2009,121034,40184022,9388
Nicaragua,Lower-middle-income economies,NI,NIC,Value Yield,2009,121034,7712850,9388
Austria,High-income economies,AT,AUT,Value Prod,2005,494184,51566630,3404
Austria,High-income economies,AT,AUT,Value Yield,2005,494184,9903828,3404
Italy,High-income economies,IT,ITA,Value Prod,2018,1822115,353304140,54153
Italy,High-income economies,IT,ITA,Value Yield,2018,1822115,11015718,54153
Philippines,Lower-middle-income economies,PH,PHL,Value Prod,2004,2269167,458940041,18193
Philippines,Lower-middle-income economies,PH,PHL,Value Yield,2004,2269167,7452256,18193
Ecuador,Upper-middle-income economies,EC,ECU,Value Prod,2008,77653,123248460,15396
Ecuador,Upper-middle-income economies,EC,ECU,Value Yield,2008,77653,7805436,15396
Côte d'Ivoire,Lower-middle-income economies,CI,CIV,Value Prod,2006,248894,99235549,93
Côte d'Ivoire,Lower-middle-income economies,CI,CIV,Value Yield,2006,248894,6396236,93
Barbados,High-income economies,BB,BRB,Value Prod,2008,795,1630745,168
Barbados,High-income economies,BB,BRB,Value Yield,2008,795,3993790,168
Poland,High-income economies,PL,POL,Value Prod,2010,5017261,321383430,19449
Poland,High-income economies,PL,POL,Value Yield,2010,5017261,6684828,19449
Egypt,Lower-middle-income economies,EG,EGY,Value Prod,2009,168247,576939895,9013
Egypt,Lower-middle-income economies,EG,EGY,Value Yield,2009,168247,13672064,9013
Tunisia,Lower-middle-income economies,TN,TUN,Value Prod,2004,317085.9,37423440,964
Tunisia,Lower-middle-income economies,TN,TUN,Value Yield,2004,317085.9,3835006,964
Armenia,Upper-middle-income economies,AM,ARM,Value Prod,2003,39386,8407460,98
Armenia,Upper-middle-income economies,AM,ARM,Value Yield,2003,39386,4126962,98
Kazakhstan,Upper-middle-income economies,KZ,KAZ,Value Prod,2007,37482,181384966,5576
Kazakhstan,Upper-middle-income economies,KZ,KAZ,Value Yield,2007,37482,5942972,5576
Zimbabwe,Low income economies,ZW,ZWE,Value Prod,2002,8543,36822653,3024
Zimbabwe,Low income economies,ZW,ZWE,Value Yield,2002,8543,8326577,3024
Mexico,Upper-middle-income economies,MX,MEX,Value Prod,2014,5143776,945780136,43029
Mexico,Upper-middle-income economies,MX,MEX,Value Yield,2014,5143776,10724021,43029
Burundi,Low income economies,BI,BDI,Value Prod,2015,29677.25,28381780,73
Burundi,Low income economies,BI,BDI,Value Yield,2015,29677.25,4764255,73
Zambia,Lower-middle-income economies,ZM,ZMB,Value Prod,2011,373989,52130574,1670
Zambia,Lower-middle-income economies,ZM,ZMB,Value Yield,2011,373989,7832670,1670
Ghana,Lower-middle-income economies,GH,GHA,Value Prod,2012,403677,224907298,392
Ghana,Lower-middle-income economies,GH,GHA,Value Yield,2012,403677,6395697,392
Thailand,Upper-middle-income economies,TH,THA,Value Prod,2011,5135676.73,1239152719,87191
Thailand,Upper-middle-income economies,TH,THA,Value Yield,2011,5135676.73,9026115,87191
Czechia,High-income economies,CZ,CZE,Value Prod,2014,1263977,86304408,4683
Czechia,High-income economies,CZ,CZE,Value Yield,2014,1263977,8146644,4683
Sweden,High-income economies,SE,SWE,Value Prod,2002,212044,46502465,2198
Sweden,High-income economies,SE,SWE,Value Yield,2002,212044,5360560,2198
Uruguay,High-income economies,UY,URY,Value Prod,2010,702727,32436666,14981
Uruguay,High-income economies,UY,URY,Value Yield,2010,702727,7066752,14981
Switzerland,High-income economies,CH,CHE,Value Prod,2017,224203,22293798,2055
Switzerland,High-income economies,CH,CHE,Value Yield,2017,224203,10180668,2055
Slovakia,High-income economies,SK,SVK,Value Prod,2016,480909,40275828,1520
Slovakia,High-income economies,SK,SVK,Value Yield,2016,480909,7015356,1520
Switzerland,High-income economies,CH,CHE,Value Prod,2004,202363,23713680,1391
Switzerland,High-income economies,CH,CHE,Value Yield,2004,202363,10507680,1391
Nicaragua,Lower-middle-income economies,NI,NIC,Value Prod,2006,128677.46,36080844,6889
Nicaragua,Lower-middle-income economies,NI,NIC,Value Yield,2006,128677.46,7001070,6889
Denmark,High-income economies,DK,DNK,Value Prod,2017,527.66,90165744,2630
Denmark,High-income economies,DK,DNK,Value Yield,2017,527.66,9713502,2630
Argentina,High-income economies,AR,ARG,Value Prod,2009,1607975,484881544,140095
Argentina,High-income economies,AR,ARG,Value Yield,2009,1607975,11134340,140095
Samoa,Upper-middle-income economies,WS,WSM,Value Prod,2005,121,358375,35
Samoa,Upper-middle-income economies,WS,WSM,Value Yield,2005,121,1435650,35
Peru,Upper-middle-income economies,PE,PER,Value Prod,2016,1032000,222269670,9483
Peru,Upper-middle-income economies,PE,PER,Value Yield,2016,1032000,12264413,9483
Peru,Upper-middle-income economies,PE,PER,Value Prod,2005,654243,156634275,3578
Peru,Upper-middle-income economies,PE,PER,Value Yield,2005,654243,11491739,3578
Chile,High-income economies,CL,CHL,Value Prod,2010,796161.26,101690547,9831
Chile,High-income economies,CL,CHL,Value Yield,2010,796161.26,12342295,9831
Bulgaria,Upper-middle-income economies,BG,BGR,Value Prod,2005,77808,42730770,2232
Bulgaria,Upper-middle-income economies,BG,BGR,Value Yield,2005,77808,3259356,2232
Guinea,Low income economies,GN,GIN,Value Prod,2004,10147,38722397,328
Guinea,Low income economies,GN,GIN,Value Yield,2004,10147,5241684,328
Mauritius,Upper-middle-income economies,MU,MUS,Value Prod,2006,52641,29129418,856
Mauritius,Upper-middle-income economies,MU,MUS,Value Yield,2006,52641,9339190,856
Mozambique,Low income economies,MZ,MOZ,Value Prod,2007,6190,72539012,549
Mozambique,Low income economies,MZ,MOZ,Value Yield,2007,6190,6127891,549
Slovenia,High-income economies,SI,SVN,Value Prod,2012,123521,4500830,1016
Slovenia,High-income economies,SI,SVN,Value Yield,2012,123521,3239748,1016
Trinidad and Tobago,High-income economies,TT,TTO,Value Prod,2011,7240,577690,170
Trinidad and Tobago,High-income economies,TT,TTO,Value Yield,2011,7240,1664026,170
Madagascar,Low income economies,MG,MDG,Value Prod,2004,14519,70196420,68
Madagascar,Low income economies,MG,MDG,Value Yield,2004,14519,4194743,68
Ukraine,Lower-middle-income economies,UA,UKR,Value Prod,2011,3737699,673807758,79492
Ukraine,Lower-middle-income economies,UA,UKR,Value Yield,2011,3737699,5568012,79492
Sri Lanka,Lower-middle-income economies,LK,LKA,Value Prod,2005,531242,42475314,1742
Sri Lanka,Lower-middle-income economies,LK,LKA,Value Yield,2005,531242,6156458,1742
Ireland,High-income economies,IE,IRL,Value Prod,2014,1483863,16654855,3006
Ireland,High-income economies,IE,IRL,Value Yield,2014,1483863,9722718,3006
Nepal,Low income economies,NP,NPL,Value Prod,2016,298513,154068782,574
Nepal,Low income economies,NP,NPL,Value Yield,2016,298513,7339059,574
Senegal,Low income economies,SN,SEN,Value Prod,2012,84000,25306477,788
Senegal,Low income economies,SN,SEN,Value Yield,2012,84000,11346965,788
Peru,Upper-middle-income economies,PE,PER,Value Prod,2004,696472,154130235,3128
Peru,Upper-middle-income economies,PE,PER,Value Yield,2004,696472,11152631,3128
Indonesia,Lower-middle-income economies,ID,IDN,Value Prod,2007,7072375,1008323778,1597
Indonesia,Lower-middle-income economies,ID,IDN,Value Yield,2007,7072375,9783011,1597
Peru,Upper-middle-income economies,PE,PER,Value Prod,2017,1212728,219610055,10037
Peru,Upper-middle-income economies,PE,PER,Value Yield,2017,1212728,12826380,10037
Venezuela (Bolivarian Republic of),Upper-middle-income economies,VE,VEN,Value Prod,2015,1038263.4,86563938,3928
Venezuela (Bolivarian Republic of),Upper-middle-income economies,VE,VEN,Value Yield,2015,1038263.4,7341438,3928
Czechia,High-income economies,CZ,CZE,Value Prod,2016,1339091,83466798,4434
Czechia,High-income economies,CZ,CZE,Value Yield,2016,1339091,8015748,4434
Ireland,High-income economies,IE,IRL,Value Prod,2003,677869,22043035,2719
Ireland,High-income economies,IE,IRL,Value Yield,2003,677869,7956678,2719
Cameroon,Lower-middle-income economies,CM,CMR,Value Prod,2008,85099,86780226,883
Cameroon,Lower-middle-income economies,CM,CMR,Value Yield,2008,85099,2554461,883
Uganda,Low income economies,UG,UGA,Value Prod,2007,277,120203165,88
Uganda,Low income economies,UG,UGA,Value Yield,2007,277,4348780,88
Saint Lucia,Upper-middle-income economies,LC,LCA,Value Prod,2011,562,168584,196
Saint Lucia,Upper-middle-income economies,LC,LCA,Value Yield,2011,562,2468658,196
Syrian Arab Republic,Low income economies,SY,SYR,Value Prod,2011,527111,98846692,1422
Syrian Arab Republic,Low income economies,SY,SYR,Value Yield,2011,527111,10799180,1422
Tunisia,Lower-middle-income economies,TN,TUN,Value Prod,2007,205682.29,38498184,987
Tunisia,Lower-middle-income economies,TN,TUN,Value Yield,2007,205682.29,3834012,987
Egypt,Lower-middle-income economies,EG,EGY,Value Prod,2010,5085000,558624626,11590
Egypt,Lower-middle-income economies,EG,EGY,Value Yield,2010,5085000,13583479,11590
Yemen,Low income economies,YE,YEM,Value Prod,2005,11049,13962900,787
Yemen,Low income economies,YE,YEM,Value Yield,2005,11049,3300374,787
Latvia,High-income economies,LV,LVA,Value Prod,2008,208379,10155732,1033
Latvia,High-income economies,LV,LVA,Value Yield,2008,208379,1968820,1033
French Polynesia,High-income economies,PF,PYF,Value Prod,2004,2124,181145,47
French Polynesia,High-income economies,PF,PYF,Value Yield,2004,2124,6324160,47
Oman,High-income economies,OM,OMN,Value Prod,2010,14034,4476402,256
Oman,High-income economies,OM,OMN,Value Yield,2010,14034,5354898,256
Japan,High-income economies,JP,JPN,Value Prod,2011,3400270,247734354,51796
Japan,High-income economies,JP,JPN,Value Yield,2011,3400270,10662680,51796
Hungary,High-income economies,HU,HUN,Value Prod,2018,1827878,111754932,8539
Hungary,High-income economies,HU,HUN,Value Yield,2018,1827878,8419726,8539
United Republic of Tanzania,Low income economies,TZ,TZA,Value Prod,2002,64846,142093357,1
United Republic of Tanzania,Low income economies,TZ,TZA,Value Yield,2002,64846,9126215,1
Trinidad and Tobago,High-income economies,TT,TTO,Value Prod,2009,13512,603865,77
Trinidad and Tobago,High-income economies,TT,TTO,Value Yield,2009,13512,1537865,77
Romania,Upper-middle-income economies,RO,ROU,Value Prod,2010,1055905,161294994,7249
Romania,Upper-middle-income economies,RO,ROU,Value Yield,2010,1055905,5982660,7249
Azerbaijan,Upper-middle-income economies,AZ,AZE,Value Prod,2002,54898,34179306,149
Azerbaijan,Upper-middle-income economies,AZ,AZE,Value Yield,2002,54898,6733062,149
Malawi,Low income economies,MW,MWI,Value Prod,2012,194899,146001576,776
Malawi,Low income economies,MW,MWI,Value Yield,2012,194899,10910473,776
Myanmar,Lower-middle-income economies,MM,MMR,Value Prod,2002,69043,210045102,949
Myanmar,Lower-middle-income economies,MM,MMR,Value Yield,2002,69043,4261914,949
Australia,High-income economies,AU,AUS,Value Prod,2015,5352629,538261549,50922
Australia,High-income economies,AU,AUS,Value Yield,2015,5352629,13300840,50922
Côte d'Ivoire,Lower-middle-income economies,CI,CIV,Value Prod,2011,114565,104604570,93
Côte d'Ivoire,Lower-middle-income economies,CI,CIV,Value Yield,2011,114565,7158326,93
United States of America,High-income economies,US,USA,Value Prod,2009,32647306,4013493974,358338
United States of America,High-income economies,US,USA,Value Yield,2009,32647306,14723051,358338
Mauritius,Upper-middle-income economies,MU,MUS,Value Prod,2013,38197,23637228,790
Mauritius,Upper-middle-income economies,MU,MUS,Value Yield,2013,38197,9016840,790
Albania,Upper-middle-income economies,AL,ALB,Value Prod,2008,106364,13240423,399
Albania,Upper-middle-income economies,AL,ALB,Value Yield,2008,106364,6554240,399
Brazil,Upper-middle-income economies,BR,BRA,Value Prod,2017,13468902,6781500824,377176
Brazil,Upper-middle-income economies,BR,BRA,Value Yield,2017,13468902,11604782,377176
Brazil,Upper-middle-income economies,BR,BRA,Value Prod,2004,23706306,4016424510,214725
Brazil,Upper-middle-income economies,BR,BRA,Value Yield,2004,23706306,10492258,214725
Côte d'Ivoire,Lower-middle-income economies,CI,CIV,Value Prod,2004,238537,91985040,93
Côte d'Ivoire,Lower-middle-income economies,CI,CIV,Value Yield,2004,238537,6410180,93
Guyana,Upper-middle-income economies,GY,GUY,Value Prod,2004,46155,26293746,290
Guyana,Upper-middle-income economies,GY,GUY,Value Yield,2004,46155,6189420,290
Croatia,High-income economies,HR,HRV,Value Prod,2018,428344,33236070,1676
Croatia,High-income economies,HR,HRV,Value Yield,2018,428344,9385985,1676
Poland,High-income economies,PL,POL,Value Prod,2002,3724953,386105922,10358
Poland,High-income economies,PL,POL,Value Yield,2002,3724953,6369372,10358
Dominican Republic,Upper-middle-income economies,DO,DOM,Value Prod,2016,318638,75548270,5874
Dominican Republic,Upper-middle-income economies,DO,DOM,Value Yield,2016,318638,7734020,5874
Bangladesh,Lower-middle-income economies,BD,BGD,Value Prod,2011,4043762,444009108,14798
Bangladesh,Lower-middle-income economies,BD,BGD,Value Yield,2011,4043762,5672569,14798
Suriname,Upper-middle-income economies,SR,SUR,Value Prod,2004,14786,2137926,358
